SUBJECT_COURSE_SECTION,COURSE_TITLE,PRIMARY_INSTRUCTOR_NAME,SECONDARY_INSTRUCTOR_NAME,A_PLUS,A,A_MINUS,B_PLUS,B,B_MINUS,C_PLUS,C,C_MINUS,D_PLUS,D,D_MINUS,F,WITHDRAWN,SEMESTER,YEAR,IS_NEW
BUS:3800:0EX4,Business Writing,Elizabeth Tomlinson - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,21.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CHEM:1110:000A,Principles of Chemistry I,Jeffrey Elbert - Primary Instructor,,-,8.0,-,-,5.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
CHEM:1120:000A,Principles of Chemistry II,Elbert Campbell - Primary Instructor,,-,12.0,-,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
CHEM:2210:0001,Organic Chemistry I,Rebecca Laird - Primary Instructor,,-,5.0,-,-,8.0,-,-,15.0,-,-,3.0,-,-,0.0,Summer,2023,1
CHEM:2210:0002,Organic Chemistry I,Rebecca Laird - Primary Instructor,,-,8.0,-,-,11.0,-,-,8.0,-,-,3.0,-,-,0.0,Summer,2023,1
CHEM:2220:0001,Organic Chemistry II,Shuvendu Das - Primary Instructor,,-,10.0,-,-,16.0,-,-,3.0,-,-,2.0,-,-,0.0,Summer,2023,1
CHEM:2220:0002,Organic Chemistry II,Shuvendu Das - Primary Instructor,,-,8.0,-,-,10.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CHEM:2410:000A,Organic Chemistry Laboratory,Mouna Maalouf - Primary Instructor,,-,5.0,-,-,6.0,-,-,3.0,-,-,1.0,-,-,0.0,Summer,2023,1
CINE:1150:0EXW,Intro to Screenwriting for Nonmajors,Anna Morrison - Primary Instructor,,-,25.0,-,-,3.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
CLSA:1181:0EXV,Ancient Medicine,Peter Miller - Primary Instructor,Craig Gibson - Course Supervisor,-,6.0,-,-,9.0,-,-,2.0,-,-,0.0,-,-,0.0,Summer,2023,1
CLSA:2016:0EX4,Classical Mythology,Tara Welch - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,32.0,-,-,10.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CLSA:2016:0EXW,Classical Mythology,Luke Perez - Primary Instructor,Craig Gibson - Course Supervisor,-,6.0,-,-,5.0,-,-,3.0,-,-,4.0,-,-,5.0,Summer,2023,1
CLSA:3742:0EXV,Word Power: Building English Vocabulary,Ryan Tribble - Primary Instructor,Craig Gibson - Course Supervisor,-,2.0,-,-,3.0,-,-,4.0,-,-,2.0,-,-,2.0,Summer,2023,1
CLSA:3750:0EXW,Medical and Technical Terminology,Rachel Rucker - Primary Instructor,Craig Gibson - Course Supervisor,-,8.0,-,-,6.0,-,-,2.0,-,-,1.0,-,-,0.0,Summer,2023,1
COMM:1816:0EXV,Business and Professional Communication,Michala Zilkey - Primary Instructor,Kembrew McLeod - Course Supervisor,-,14.0,-,-,8.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
COMM:1818:0EXW,Communication Skills for Leadership,Ebenezer Aidoo - Primary Instructor,Kembrew McLeod - Course Supervisor,-,7.0,-,-,12.0,-,-,3.0,-,-,1.0,-,-,1.0,Summer,2023,1
CPH:5100:0EXW,Introduction to Public Health,Anjali Deshpande - Primary Instructor,,-,20.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CRIM:1410:0EXW,Introduction to Criminology,Asa Madison - Primary Instructor,Stephanie Dipietro - Course Supervisor,-,6.0,-,-,6.0,-,-,11.0,-,-,2.0,-,-,1.0,Summer,2023,1
CRIM:3250:0EXW,"Drugs, Deviance, and Social Control",Michaela Ruppert - Primary Instructor,,-,3.0,-,-,12.0,-,-,9.0,-,-,3.0,-,-,2.0,Summer,2023,1
CS:1210:0EX1,Computer Science I: Fundamentals,Maaz Musa - Primary Instructor,Kevin Lillis - Course Supervisor,-,11.0,-,-,7.0,-,-,7.0,-,-,3.0,-,-,1.0,Summer,2023,1
CS:1210:0EX2,Computer Science I: Fundamentals,Laisa Laisa Sabnam - Primary Instructor,Kevin Lillis - Course Supervisor,-,8.0,-,-,5.0,-,-,3.0,-,-,3.0,-,-,0.0,Summer,2023,1
CS:2210:0001,Discrete Structures,Anthony Delaubenfels - Primary Instructor,,-,5.0,-,-,2.0,-,-,11.0,-,-,5.0,-,-,2.0,Summer,2023,1
CS:2230:0A01,Computer Science II: Data Structures,David Aites - Primary Instructor,Alan McKay - Course Supervisor,-,3.0,-,-,5.0,-,-,2.0,-,-,2.0,-,-,2.0,Summer,2023,1
CS:3330:0001,Algorithms,Denise Szecsei - Primary Instructor,,-,0.0,-,-,2.0,-,-,8.0,-,-,1.0,-,-,1.0,Summer,2023,1
CSD:5223:0001,Pediatric Feeding & Swallowing Disorders,Scott Dailey - Primary Instructor,,-,20.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CSD:5237:0622,Cleft Palate and Related Disorders,Scott Dailey - Primary Instructor,,-,16.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CSED:2081:0EXU,Making a Vocational-Educational Choice,Molly Rechkemmer - Primary Instructor,,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,2.0,Summer,2023,1
CSED:4110:0EXV,Psychology of Food and Mood,Emily Santi - Primary Instructor,,-,24.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
CSED:4113:0EXV,"Sleep, Sleep Depriv & Sleep Disorders",Cher Stephenson - Primary Instructor,,-,12.0,-,-,8.0,-,-,3.0,-,-,1.0,-,-,1.0,Summer,2023,1
CSED:4145:0EXW,Marriage and Family Interaction,Kayla Fitzke - Primary Instructor,,-,6.0,-,-,4.0,-,-,2.0,-,-,0.0,-,-,1.0,Summer,2023,1
CSED:4174:0EXV,Positive Psychology,Nashae Julian - Primary Instructor,,-,18.0,-,-,3.0,-,-,1.0,-,-,2.0,-,-,0.0,Summer,2023,1
CSED:4176:0EXW,Child Abuse: Assessmnt Intervntn Advocy,Kelson Warner - Primary Instructor,Noel Estrada Hernandez - Course Supervisor,-,10.0,-,-,6.0,-,-,3.0,-,-,3.0,-,-,0.0,Summer,2023,1
CSED:4185:0EXV,Introduction to Substance Abuse,Tevin Middleton - Primary Instructor,Noel Estrada Hernandez - Course Supervisor,-,14.0,-,-,9.0,-,-,2.0,-,-,1.0,-,-,0.0,Summer,2023,1
CSED:4194:0EXW,Interpersonal Effectiveness,Derrick Clark - Primary Instructor,,-,9.0,-,-,4.0,-,-,3.0,-,-,4.0,-,-,0.0,Summer,2023,1
CSED:4197:0EXV,Citizenship in a Multicultural Society,Carrie Wilbert - Primary Instructor,Noel Estrada Hernandez - Course Supervisor,-,11.0,-,-,3.0,-,-,2.0,-,-,1.0,-,-,0.0,Summer,2023,1
CSED:4199:0EXV,Counseling for Related Professions,John Wadsworth - Primary Instructor,,-,12.0,-,-,5.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
CSI:1213:0EXM,Special Topics I,Eric Moy - Primary Instructor,,-,18.0,-,-,1.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
CW:1800:0001,Creative Writing Studio Workshop,Oso Guardiola Guaderrama - Primary Instructor,,-,17.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
CW:7870:0002,Fiction Workshop,Claire Lombardo - Primary Instructor,,-,11.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
ECON:1100:0EXW,Principles of Microeconomics,Alexandra Nica - Primary Instructor,,-,12.0,-,-,10.0,-,-,3.0,-,-,2.0,-,-,1.0,Summer,2023,1
ECON:1200:0EXW,Principles of Macroeconomics,Alexandra Nica - Primary Instructor,,-,7.0,-,-,13.0,-,-,6.0,-,-,9.0,-,-,2.0,Summer,2023,1
ECON:3325:0EXW,Personnel Economics,Mary Knudson - Primary Instructor,,-,14.0,-,-,11.0,-,-,3.0,-,-,0.0,-,-,2.0,Summer,2023,1
ECON:3345:0EX4,Global Economics and Business,Eric Olson - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,22.0,-,-,10.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:2821:0EXW,Oral Interpretation,Kathleen Hession - Primary Instructor,,-,12.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,1.0,Summer,2023,1
EDTL:3062:0EXV,Learning Communities,Steven Triplett - Primary Instructor,Amy Mayer - Course Supervisor,-,19.0,-,-,5.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:3062:0EXW,Learning Communities,Lisa Stevenson - Primary Instructor,Amy Mayer - Course Supervisor,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:3063:0EXV,Creating Classrooms for Tching & Lrning,Debra Wretman - Primary Instructor,Amy Mayer - Course Supervisor,-,24.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:3063:0EXW,Creating Classrooms for Tching & Lrning,Ann Browning - Primary Instructor,Amy Mayer - Course Supervisor,-,12.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:3382:0EXW,Language and Learning,Hasnaa El Hannach Ben Hammou - Primary Instructor,Erika Johnson - Course Supervisor,-,10.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:4900:0EXV,Foundations of Special Education,Pam Ries - Primary Instructor,,-,17.0,-,-,4.0,-,-,1.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:4900:0EXW,Foundations of Special Education,Pam Ries - Primary Instructor,,-,15.0,-,-,3.0,-,-,2.0,-,-,3.0,-,-,1.0,Summer,2023,1
EDTL:4934:0EXW,Parent-Teacher Communication,Michelle Hinzman - Primary Instructor,,-,9.0,-,-,4.0,-,-,0.0,-,-,1.0,-,-,0.0,Summer,2023,1
EDTL:5085:0EXW,Technology Integration in K-12 Schools,Kaylah Holland - Primary Instructor,Will Coghill-Behrends - Course Supervisor,-,14.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EDTL:6764:0EXW,STEM Extracurricular Exp & Capstone,Ted Neal - Primary Instructor,,-,10.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EES:2831:0001,Geologic Field Methods,Bill McClelland - Primary Instructor,,-,9.0,-,-,10.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EES:4832:0001,Geologic Field Analysis,Bill McClelland - Primary Instructor,,-,8.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
ENGL:1200:0006,The Interpretation of Literature,Grace Morse - Primary Instructor,Lafayette Adams - Course Supervisor,-,9.0,-,-,4.0,-,-,1.0,-,-,3.0,-,-,0.0,Summer,2023,1
ENGL:1200:0EXX,The Interpretation of Literature,Kathleen Shaughnessy - Primary Instructor,Lafayette Adams - Course Supervisor,-,23.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
ENGL:1200:0EXZ,The Interpretation of Literature,Laurel Carlson - Primary Instructor,Lafayette Adams - Course Supervisor,-,12.0,-,-,9.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENGR:2110:0EXU,Statics,Kamran Samani - Primary Instructor,,-,10.0,-,-,11.0,-,-,5.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENGR:2120:0EXW,Electrical Circuits,Anton Kruger - Primary Instructor,,-,1.0,-,-,3.0,-,-,6.0,-,-,5.0,-,-,4.0,Summer,2023,1
ENGR:2130:0EX4,Thermodynamics,H Udaykumar - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,11.0,-,-,2.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
ENGR:2130:0EXW,Thermodynamics,David Rethwisch - Primary Instructor,,-,9.0,-,-,11.0,-,-,7.0,-,-,3.0,-,-,1.0,Summer,2023,1
ENGR:2710:0EXW,Dynamics,Paul Hanley - Primary Instructor,,-,18.0,-,-,8.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENGR:2720:0EXU,Materials Science,Shaoping Xiao - Primary Instructor,,-,27.0,-,-,16.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENGR:2750:0EXW,Mechanics of Deformable Bodies,Colby Swan - Primary Instructor,,-,8.0,-,-,9.0,-,-,4.0,-,-,4.0,-,-,5.0,Summer,2023,1
ENTR:1350:0EXW,Foundations in Entrepreneurship,Phyllis Harris - Primary Instructor,,-,24.0,-,-,5.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENTR:2000:0EXX,Entrepreneurship and Innovation,Wade Steenhoek - Primary Instructor,,-,27.0,-,-,8.0,-,-,2.0,-,-,1.0,-,-,1.0,Summer,2023,1
ENTR:3100:0EXW,Entrepreneurial Finance,Richard McCarty - Primary Instructor,,-,7.0,-,-,11.0,-,-,7.0,-,-,0.0,-,-,0.0,Summer,2023,1
ENTR:3200:0EXW,Entrepreneurial Marketing,Kevin Krause - Primary Instructor,,-,5.0,-,-,12.0,-,-,8.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENTR:4000:0EXX,Topics in Entrepreneurship,Joseph Sulentic - Primary Instructor,,-,8.0,-,-,12.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
ENTR:4200:0EXA,Entrepreneurship: Business Consulting,Kimm Harris - Primary Instructor,,-,12.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,1.0,Summer,2023,1
ENTR:4400:0EXW,Managing the Growth Business,Rob Gettemy - Primary Instructor,,-,6.0,-,-,5.0,-,-,1.0,-,-,0.0,-,-,1.0,Summer,2023,1
ENTR:9100:0EXO,Entrepreneurship and Innovation,David Hensley - Primary Instructor,,-,14.0,-,-,6.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPID:4400:0EXW,Epidemiology I: Principles,Anjali Deshpande - Primary Instructor,,-,7.0,-,-,8.0,-,-,2.0,-,-,0.0,-,-,1.0,Summer,2023,1
EPID:5570:0001,Zoonotic Diseases,Christine Petersen - Primary Instructor,,-,9.0,-,-,3.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:4180:0002,Human Relations for the Classroom Teachr,DeeAnn Grove - Primary Instructor,,-,18.0,-,-,4.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:5090:0EXW,Instr Coaching for Teaching Excellence,Ryan Rydstrom - Primary Instructor,Will Coghill-Behrends - Course Supervisor,-,14.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:6260:0EXW,Contemp Mgmt Strategies PreK-12 Principl,Lucas Ptacek - Primary Instructor,,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:6319:0EXY,Human Resources Leadership,Lisa Stevenson - Primary Instructor,,-,11.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:6321:0WKA,Social Advocacy Summit,Leslie Locke - Primary Instructor,,-,13.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:6336:0EXV,Impact of College on Students,Mirra Anson - Primary Instructor,,-,12.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:6381:0EXW,Analysis and Appraisal of Curriculum,Leslie Locke - Primary Instructor,,-,16.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EPLS:7432:0EXW,Multicultural Initiatives,Sherry Watt - Primary Instructor,,-,14.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
EVNT:3185:0EX4,Topics in Event Management,Tracy Hufford - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,36.0,-,-,0.0,-,-,0.0,-,-,0.0,-,-,1.0,Summer,2023,1
FIN:3000:0EX3,Introductory Financial Management,Kelly Welch - Primary Instructor,Anna Fiumicetti - Course Supervisor,-,15.0,-,-,15.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
FIN:3000:0EX4,Introductory Financial Management,Keith Jones - Primary Instructor,Stephanie Schnicker - Course Supervisor,-,10.0,-,-,14.0,-,-,7.0,-,-,0.0,-,-,0.0,Summer,2023,1
FIN:3000:0EXT,Introductory Financial Management,Heidi Dybevik - Primary Instructor,,-,13.0,-,-,20.0,-,-,7.0,-,-,3.0,-,-,0.0,Summer,2023,1
FIN:3000:0EXW,Introductory Financial Management,Haocheng Xu - Primary Instructor,,-,24.0,-,-,19.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
FIN:3200:0EXW,Investment Management,Geoffrey Vanderpal - Primary Instructor,,-,19.0,-,-,1.0,-,-,0.0,-,-,0.0,-,-,1.0,Summer,2023,1
FIN:3300:0EXW,Corporate Finance,Mahmut Ilerisoy - Primary Instructor,,-,5.0,-,-,5.0,-,-,2.0,-,-,0.0,-,-,3.0,Summer,2023,1
FIN:3400:0EXW,Principles of Risk Management & Ins,Susan Haack - Primary Instructor,,-,9.0,-,-,5.0,-,-,4.0,-,-,0.0,-,-,2.0,Summer,2023,1
FIN:9230:0EXO,Real Estate Finance and Investments,Brent Pritchard - Primary Instructor,,-,19.0,-,-,12.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
FIN:9350:0EXO,Wealth Management,Erik Lie - Primary Instructor,,-,14.0,-,-,7.0,-,-,3.0,-,-,0.0,-,-,0.0,Summer,2023,1
FREN:1006:0EXV,Global Sports and National Cultures,William Osei-Aborah - Primary Instructor,Roxanna Curto - Course Supervisor,-,22.0,-,-,7.0,-,-,0.0,-,-,0.0,-,-,0.0,Summer,2023,1
FREN:1006:0EXW,Global Sports and National Cultures,Emily Wieder - Primary Instructor,Roxanna Curto - Course Supervisor,-,10.0,-,-,8.0,-,-,3.0,-,-,7.0,-,-,0.0,Summer,2023,1
GEOG:1070:0002,Contemporary Environmental Issues,Tallie Foster - Primary Instructor,David Bennett - Course Supervisor,-,14.0,-,-,6.0,-,-,1.0,-,-,4.0,-,-,1.0,Summer,2023,1
GEOG:1070:0EXW,Contemporary Environmental Issues,Matthew Kucmanic - Primary Instructor,David Bennett - Course Supervisor,-,14.0,-,-,6.0,-,-,2.0,-,-,2.0,-,-,1.0,Summer,2023,1
GWSS:1310:0EXW,Gender and Society,Jay Sorensen - Primary Instructor,Stephanie Dipietro - Course Supervisor,-,7.0,-,-,4.0,-,-,2.0,-,-,2.0,-,-,0.0,Summer,2023,1
HHP:1100:0EXU,Human Anatomy,Jennifer Rogers - Primary Instructor,,-,1.0,-,-,9.0,-,-,13.0,-,-,4.0,-,-,5.0,Summer,2023,1
HHP:1100:0EXW,Human Anatomy,Jennifer Rogers - Primary Instructor,,-,6.0,-,-,10.0,-,-,9.0,-,-,8.0,-,-,3.0,Summer,2023,1
HHP:1300:0EXW,Fundamentals of Human Physiology,Aaron Schneider - Primary Instructor,,-,1.0,-,-,6.0,-,-,11.0,-,-,6.0,-,-,6.0,Summer,2023,1
HHP:2200:0EXU,Physical Activity and Health,Megan Lewey - Primary Instructor,,-,10.0,-,-,10.0,-,-,4.0,-,-,4.0,-,-,0.0,Summer,2023,1
HHP:2200:0EXW,Physical Activity and Health,Amy Fletcher - Primary Instructor,,-,4.0,-,-,6.0,-,-,11.0,-,-,4.0,-,-,1.0,Summer,2023,1
HHP:2280:0EXW,Cultural Competency in Health Promotion,Gayle Walter - Primary Instructor,,-,30.0,-,-,4.0,-,-,1.0,-,-,1.0,-,-,0.0,Summer,2023,1
HHP:2310:0EXW,Nutrition and Health,Katherine Mellen - Primary Instructor,,-,4.0,-,-,9.0,-,-,16.0,-,-,2.0,-,-,0.0,Summer,2023,1
HHP:3030:0EXW,Lifestyle Medicine,Erin Litton - Primary Instructor,,-,14.0,-,-,8.0,-,-,1.0,-,-,1.0,-,-,1.0,Summer,2023,1
HHP:3050:0EXW,Obesity,Lucas Carr - Primary Instructor,,-,5.0,-,-,6.0,-,-,8.0,-,-,2.0,-,-,2.0,Summer,2023,1
HHP:3105:0EXW,Anatomy for Human Physiology,Ray Fagenbaum - Primary Instructor,,-,5.0,-,-,6.0,-,-,1.0,-,-,2.0,-,-,2.0,Summer,2023,1
